Customer_ID,Product_ID,score,n_events,last_event_date,actions
CUST2006,P8137,3,1,2026-05-04,['Added_to_Cart']
CUST2007,P8037,3,2,2026-05-15,"['Bought', 'Returned']"
CUST2007,P8053,2,1,2026-04-29,['Wishlisted']
CUST2007,P8082,1,1,2025-10-28,['Browsed']
CUST2007,P8095,1,1,2026-04-14,['Browsed']
CUST2007,P8108,1,1,2025-09-20,['Browsed']
CUST2007,P8110,2,1,2026-04-19,['Wishlisted']
CUST2007,P8117,1,1,2025-09-23,['Browsed']
CUST2007,P8122,9,3,2026-06-30,"['Bought', 'Wishlisted']"
CUST2007,P8131,1,1,2025-11-24,['Browsed']
CUST2007,P8138,1,1,2026-06-15,['Browsed']
CUST2007,P8143,2,1,2025-11-11,['Wishlisted']
CUST2008,P8004,3,4,2026-08-22,"['Returned', 'Reviewed', 'Support_Contact']"
CUST2008,P8027,1,1,2025-09-29,['Browsed']
CUST2008,P8029,3,1,2026-04-07,['Added_to_Cart']
CUST2008,P8032,3,1,2026-08-03,['Added_to_Cart']
CUST2008,P8040,1,1,2026-01-14,['Browsed']
CUST2008,P8041,5,1,2026-06-30,['Bought']
CUST2008,P8044,1,1,2026-01-27,['Browsed']
CUST2008,P8057,1,1,2026-02-20,['Browsed']
CUST2008,P8083,1,1,2026-01-01,['Browsed']
CUST2008,P8116,5,2,2026-06-25,"['Bought', 'Reviewed']"
CUST2008,P8127,5,1,2025-09-25,['Bought']
CUST2008,P8130,1,1,2026-04-13,['Browsed']
CUST2008,P8132,9,2,2026-05-22,"['Bought', 'Reviewed']"
CUST2008,P8138,1,1,2026-07-14,['Browsed']
CUST2009,P8035,1,1,2026-03-20,['Browsed']
CUST2009,P8057,1,1,2026-05-09,['Browsed']
CUST2009,P8058,1,1,2025-11-08,['Browsed']
CUST2009,P8059,8,2,2026-08-19,"['Bought', 'Reviewed']"
CUST2009,P8082,5,1,2026-03-20,['Bought']
CUST2009,P8083,5,1,2025-06-28,['Bought']
CUST2009,P8090,3,1,2026-04-07,['Added_to_Cart']
CUST2009,P8107,1,1,2026-04-20,['Browsed']
CUST2009,P8120,5,1,2025-07-03,['Bought']
CUST2009,P8123,1,1,2026-02-14,['Browsed']
CUST2009,P8130,1,1,2026-03-31,['Browsed']
CUST2009,P8144,3,1,2026-07-20,['Added_to_Cart']
CUST2010,P8031,1,1,2026-04-03,['Browsed']
CUST2010,P8043,1,1,2026-02-14,['Browsed']
CUST2010,P8049,5,1,2025-12-16,['Bought']
CUST2010,P8083,3,1,2026-04-12,['Added_to_Cart']
CUST2010,P8088,3,1,2026-04-24,['Added_to_Cart']
CUST2010,P8092,3,2,2026-08-11,"['Browsed', 'Wishlisted']"
CUST2010,P8093,1,1,2026-03-29,['Browsed']
CUST2010,P8095,1,1,2026-07-12,['Browsed']
CUST2010,P8118,2,1,2026-01-10,['Wishlisted']
CUST2010,P8121,2,1,2025-11-27,['Wishlisted']
CUST2010,P8123,1,1,2026-05-23,['Browsed']
CUST2010,P8127,7,2,2026-01-22,"['Bought', 'Reviewed']"
CUST2011,P8030,2,1,2026-02-26,['Wishlisted']
CUST2011,P8035,1,1,2026-02-04,['Browsed']
CUST2011,P8050,0,1,2026-02-08,['Support_Contact']
CUST2011,P8055,2,2,2026-05-24,['Browsed']
CUST2011,P8087,1,1,2025-10-01,['Browsed']
CUST2011,P8091,1,1,2026-05-25,['Browsed']
CUST2011,P8093,6,2,2026-07-19,"['Bought', 'Browsed']"
CUST2011,P8097,3,1,2026-07-20,['Added_to_Cart']
CUST2011,P8110,7,2,2026-08-15,"['Bought', 'Reviewed']"
CUST2011,P8121,5,1,2025-10-17,['Bought']
CUST2011,P8124,6,2,2025-06-18,"['Bought', 'Exchanged']"
CUST2011,P8126,2,1,2025-12-18,['Wishlisted']
CUST2011,P8128,3,3,2026-01-24,"['Exchanged', 'Reviewed']"
CUST2011,P8136,3,2,2026-04-03,"['Bought', 'Returned']"
CUST2011,P8142,1,1,2026-03-19,['Browsed']
CUST2012,P8032,1,1,2026-05-10,['Browsed']
CUST2012,P8035,2,1,2025-11-27,['Wishlisted']
CUST2012,P8043,1,1,2025-11-26,['Browsed']
CUST2012,P8045,2,1,2025-12-24,['Wishlisted']
CUST2012,P8047,7,3,2026-04-13,"['Bought', 'Reviewed', 'Support_Contact']"
CUST2012,P8050,1,1,2026-05-14,['Browsed']
CUST2012,P8052,5,3,2026-05-09,"['Bought', 'Reviewed']"
CUST2012,P8087,1,1,2026-05-12,['Browsed']
CUST2012,P8095,5,1,2025-05-28,['Bought']
CUST2012,P8112,1,1,2025-10-09,['Browsed']
CUST2012,P8116,3,1,2026-05-15,['Added_to_Cart']
CUST2012,P8118,1,1,2025-09-07,['Browsed']
CUST2012,P8120,3,1,2026-02-11,['Added_to_Cart']
CUST2012,P8122,1,1,2026-08-23,['Browsed']
CUST2012,P8127,1,1,2025-10-10,['Browsed']
CUST2012,P8136,1,1,2026-04-19,['Browsed']
CUST2013,P8009,14,6,2025-12-24,"['Exchanged', 'Reviewed']"
CUST2013,P8054,1,1,2026-04-19,['Browsed']
CUST2013,P8059,5,2,2026-05-10,"['Bought', 'Support_Contact']"
CUST2013,P8115,1,1,2026-04-13,['Browsed']
CUST2013,P8116,1,1,2026-07-17,['Browsed']
CUST2013,P8133,1,1,2025-09-28,['Browsed']
CUST2013,P8134,5,1,2025-08-12,['Bought']
CUST2013,P8144,2,1,2026-06-06,['Wishlisted']
CUST2014,P8002,1,1,2026-03-17,['Browsed']
CUST2014,P8005,1,1,2025-12-03,['Browsed']
CUST2014,P8021,2,1,2026-03-16,['Wishlisted']
CUST2014,P8041,1,1,2025-09-04,['Browsed']
CUST2014,P8042,4,4,2026-08-23,"['Bought', 'Returned', 'Reviewed']"
CUST2014,P8048,5,1,2026-05-17,['Bought']
CUST2014,P8053,1,1,2025-10-27,['Browsed']
CUST2014,P8063,2,1,2026-06-28,['Wishlisted']
CUST2014,P8064,1,1,2026-02-14,['Browsed']
CUST2014,P8067,3,1,2026-04-18,['Added_to_Cart']
CUST2014,P8094,1,1,2026-02-26,['Browsed']
CUST2014,P8097,1,1,2025-12-30,['Browsed']
CUST2014,P8100,3,1,2026-08-21,['Added_to_Cart']
CUST2014,P8106,5,1,2026-02-23,['Bought']
CUST2014,P8109,1,1,2026-02-14,['Browsed']
CUST2014,P8150,1,1,2026-04-22,['Browsed']
CUST2015,P8047,1,1,2025-09-09,['Browsed']
CUST2015,P8051,5,1,2025-05-09,['Bought']
CUST2015,P8078,6,2,2026-06-20,"['Bought', 'Exchanged']"
CUST2015,P8090,8,3,2026-01-11,"['Bought', 'Reviewed']"
CUST2015,P8107,3,1,2026-04-19,['Added_to_Cart']
CUST2015,P8114,1,2,2025-12-18,"['Reviewed', 'Support_Contact']"
CUST2015,P8122,6,2,2026-05-21,"['Bought', 'Exchanged']"
CUST2015,P8127,3,1,2026-06-26,['Added_to_Cart']
CUST2015,P8140,1,1,2026-07-17,['Browsed']
CUST2016,P8029,5,2,2025-08-16,"['Bought', 'Support_Contact']"
CUST2016,P8037,5,1,2026-04-22,['Bought']
CUST2016,P8045,9,3,2026-07-23,"['Added_to_Cart', 'Bought', 'Exchanged']"
CUST2016,P8047,10,4,2026-08-22,"['Bought', 'Browsed', 'Reviewed']"
CUST2016,P8076,3,1,2026-03-15,['Added_to_Cart']
CUST2016,P8117,2,1,2026-08-15,['Wishlisted']
CUST2016,P8119,7,3,2025-11-16,"['Bought', 'Returned', 'Reviewed']"
CUST2016,P8124,3,2,2025-05-30,"['Bought', 'Returned']"
CUST2016,P8130,5,1,2026-06-10,['Bought']
CUST2016,P8140,3,1,2026-08-23,['Added_to_Cart']
CUST2017,P8004,1,1,2026-04-25,['Browsed']
CUST2017,P8010,6,2,2025-09-18,"['Bought', 'Exchanged']"
CUST2017,P8026,1,1,2026-07-13,['Browsed']
CUST2017,P8033,3,1,2026-08-10,['Added_to_Cart']
CUST2017,P8071,1,1,2025-10-17,['Browsed']
CUST2017,P8074,5,1,2025-12-19,['Bought']
CUST2017,P8099,6,2,2026-03-05,"['Bought', 'Browsed']"
CUST2017,P8100,1,1,2026-02-12,['Browsed']
CUST2017,P8103,1,1,2026-03-07,['Browsed']
CUST2017,P8112,2,1,2026-06-19,['Wishlisted']
CUST2017,P8120,1,1,2026-08-23,['Exchanged']
CUST2017,P8141,7,2,2026-05-16,"['Bought', 'Wishlisted']"
CUST2017,P8152,2,2,2025-12-10,['Browsed']
CUST2018,P8010,3,2,2026-05-18,"['Exchanged', 'Reviewed']"
CUST2018,P8020,3,1,2026-02-12,['Added_to_Cart']
CUST2018,P8023,1,1,2026-02-08,['Browsed']
CUST2018,P8032,6,2,2025-11-04,"['Bought', 'Exchanged']"
CUST2018,P8035,1,1,2026-04-08,['Browsed']
CUST2018,P8056,3,1,2026-02-24,['Added_to_Cart']
CUST2018,P8059,5,1,2026-06-01,['Bought']
CUST2018,P8066,1,1,2026-03-19,['Browsed']
CUST2018,P8072,6,7,2025-11-21,"['Bought', 'Exchanged', 'Returned', 'Reviewed']"
CUST2018,P8103,1,1,2026-04-15,['Browsed']
CUST2018,P8113,1,1,2026-03-03,['Browsed']
CUST2018,P8117,4,3,2026-05-27,"['Bought', 'Exchanged', 'Returned']"
CUST2018,P8125,9,2,2026-06-21,"['Bought', 'Reviewed']"
CUST2019,P8040,3,1,2026-06-02,['Added_to_Cart']
CUST2019,P8043,3,2,2026-08-05,"['Browsed', 'Wishlisted']"
CUST2019,P8049,1,3,2026-05-31,"['Browsed', 'Returned', 'Wishlisted']"
CUST2019,P8053,2,1,2026-08-18,['Wishlisted']
CUST2019,P8095,3,1,2026-05-11,['Added_to_Cart']
CUST2019,P8109,4,2,2026-06-09,"['Added_to_Cart', 'Browsed']"
CUST2019,P8119,1,1,2026-07-23,['Browsed']
CUST2019,P8124,3,1,2026-06-30,['Added_to_Cart']
CUST2019,P8130,1,1,2026-01-25,['Browsed']
CUST2019,P8137,1,1,2026-02-25,['Browsed']
CUST2020,P8029,1,1,2025-10-24,['Browsed']
CUST2020,P8030,5,1,2026-03-03,['Bought']
CUST2020,P8045,5,1,2025-05-08,['Bought']
CUST2020,P8050,8,2,2026-06-05,"['Bought', 'Reviewed']"
CUST2020,P8058,8,2,2026-03-29,"['Added_to_Cart', 'Bought']"
CUST2020,P8073,3,1,2026-03-25,['Added_to_Cart']
CUST2020,P8091,1,1,2026-04-05,['Browsed']
CUST2020,P8103,1,1,2026-05-01,['Browsed']
CUST2020,P8124,5,1,2025-12-05,['Bought']
CUST2020,P8127,1,1,2025-09-09,['Browsed']
CUST2020,P8131,1,1,2026-04-17,['Browsed']
CUST2021,P8031,2,1,2025-11-20,['Wishlisted']
CUST2021,P8044,1,1,2025-11-19,['Browsed']
CUST2021,P8045,5,1,2025-06-26,['Bought']
CUST2021,P8048,5,1,2025-05-13,['Bought']
CUST2021,P8050,1,1,2025-11-20,['Browsed']
CUST2021,P8067,1,1,2026-07-25,['Browsed']
CUST2021,P8069,3,1,2026-07-26,['Added_to_Cart']
CUST2021,P8071,3,1,2026-08-07,['Added_to_Cart']
CUST2021,P8101,5,1,2025-05-23,['Bought']
CUST2021,P8139,3,1,2026-03-31,['Added_to_Cart']
CUST2022,P8004,3,1,2026-03-18,['Added_to_Cart']
CUST2022,P8005,1,1,2025-10-12,['Browsed']
CUST2022,P8009,2,1,2026-07-22,['Wishlisted']
CUST2022,P8016,3,1,2026-03-27,['Added_to_Cart']
CUST2022,P8022,1,1,2026-01-07,['Browsed']
CUST2022,P8032,3,1,2026-05-20,['Added_to_Cart']
CUST2022,P8053,2,1,2026-07-03,['Wishlisted']
CUST2022,P8055,1,1,2026-01-01,['Browsed']
CUST2022,P8059,1,1,2025-10-29,['Browsed']
CUST2022,P8063,1,1,2026-04-29,['Browsed']
CUST2022,P8109,1,1,2025-12-28,['Browsed']
CUST2022,P8114,7,2,2026-08-18,"['Bought', 'Reviewed']"
CUST2022,P8119,3,1,2026-03-05,['Added_to_Cart']
CUST2022,P8124,4,2,2026-07-14,"['Added_to_Cart', 'Browsed']"
CUST2022,P8143,5,1,2026-03-26,['Bought']
CUST2023,P8003,1,1,2026-08-23,['Browsed']
CUST2023,P8009,6,11,2025-11-26,"['Bought', 'Exchanged', 'Returned', 'Reviewed', 'Support_Contact']"
CUST2023,P8017,1,1,2025-10-20,['Browsed']
CUST2023,P8027,1,1,2025-09-27,['Browsed']
CUST2023,P8045,6,3,2025-10-01,"['Bought', 'Returned', 'Reviewed']"
CUST2023,P8069,3,1,2026-07-29,['Added_to_Cart']
CUST2023,P8102,3,2,2025-08-06,"['Bought', 'Returned']"
CUST2023,P8110,1,1,2026-01-18,['Browsed']
CUST2023,P8135,1,1,2026-02-04,['Browsed']
CUST2023,P8136,1,1,2025-12-25,['Browsed']
CUST2024,P8003,2,1,2026-01-25,['Wishlisted']
CUST2024,P8027,2,1,2026-05-09,['Wishlisted']
CUST2024,P8040,9,5,2026-08-22,"['Bought', 'Browsed', 'Exchanged', 'Reviewed']"
CUST2024,P8063,3,2,2026-03-08,"['Bought', 'Returned']"
CUST2024,P8071,1,1,2026-04-22,['Browsed']
CUST2024,P8074,1,1,2025-09-18,['Browsed']
CUST2024,P8121,8,3,2025-12-04,"['Bought', 'Reviewed']"
CUST2024,P8149,1,1,2026-07-05,['Browsed']
CUST2024,P8152,3,1,2026-07-18,['Added_to_Cart']
CUST2025,P8003,9,6,2026-03-13,"['Bought', 'Exchanged', 'Returned', 'Reviewed']"
CUST2025,P8004,3,1,2026-07-04,['Added_to_Cart']
CUST2025,P8006,1,1,2026-04-15,['Browsed']
CUST2025,P8017,2,1,2025-12-25,['Wishlisted']
CUST2025,P8019,1,1,2026-07-17,['Browsed']
CUST2025,P8026,2,2,2026-08-10,['Browsed']
CUST2025,P8035,1,1,2025-10-02,['Browsed']
CUST2025,P8038,1,1,2025-10-16,['Browsed']
CUST2025,P8110,5,1,2025-11-17,['Bought']
CUST2025,P8121,9,3,2026-08-15,"['Added_to_Cart', 'Bought', 'Browsed']"
CUST2025,P8137,2,1,2026-06-08,['Wishlisted']
CUST2026,P8009,2,2,2026-02-10,"['Returned', 'Reviewed']"
CUST2026,P8032,1,1,2025-10-03,['Browsed']
CUST2026,P8033,1,1,2026-03-10,['Browsed']
CUST2026,P8050,-2,1,2025-07-05,['Returned']
CUST2026,P8052,3,1,2026-03-16,['Added_to_Cart']
CUST2026,P8059,5,1,2025-07-30,['Bought']
CUST2026,P8078,1,1,2026-07-07,['Browsed']
CUST2026,P8090,1,1,2026-07-30,['Browsed']
CUST2026,P8097,5,1,2025-11-09,['Bought']
CUST2026,P8107,1,1,2025-12-24,['Browsed']
CUST2026,P8115,1,1,2026-07-28,['Browsed']
CUST2026,P8121,7,2,2026-07-30,"['Bought', 'Wishlisted']"
CUST2026,P8125,3,1,2026-08-04,['Added_to_Cart']
CUST2026,P8129,3,1,2026-05-06,['Added_to_Cart']
CUST2026,P8130,3,1,2026-07-18,['Added_to_Cart']
CUST2027,P8001,1,1,2026-01-04,['Browsed']
CUST2027,P8007,4,3,2025-08-14,"['Bought', 'Exchanged', 'Returned']"
CUST2027,P8028,3,1,2026-04-05,['Added_to_Cart']
CUST2027,P8037,1,1,2026-04-11,['Browsed']
CUST2027,P8039,3,1,2026-08-17,['Added_to_Cart']
CUST2027,P8044,1,1,2026-06-27,['Browsed']
CUST2027,P8045,1,1,2025-11-16,['Browsed']
CUST2027,P8056,7,2,2026-08-23,"['Bought', 'Reviewed']"
CUST2027,P8067,1,1,2026-02-15,['Browsed']
CUST2027,P8068,1,1,2025-12-06,['Browsed']
CUST2027,P8102,3,1,2026-04-29,['Added_to_Cart']
CUST2027,P8104,1,1,2025-12-17,['Browsed']
CUST2027,P8109,3,2,2025-06-26,"['Bought', 'Returned']"
CUST2027,P8125,1,1,2026-06-08,['Browsed']
CUST2027,P8145,3,3,2026-04-19,"['Bought', 'Returned', 'Support_Contact']"
CUST2027,P8152,5,1,2025-06-09,['Bought']
CUST2028,P8004,14,3,2026-03-23,"['Bought', 'Reviewed']"
CUST2028,P8011,5,1,2025-08-15,['Bought']
CUST2028,P8013,1,1,2026-02-10,['Browsed']
CUST2028,P8040,1,1,2025-12-09,['Browsed']
CUST2028,P8049,1,1,2026-03-07,['Browsed']
CUST2028,P8051,2,1,2026-05-22,['Wishlisted']
CUST2028,P8058,6,2,2025-12-18,"['Bought', 'Exchanged']"
CUST2028,P8065,1,1,2026-01-26,['Browsed']
CUST2028,P8111,0,1,2026-08-23,['Reviewed']
CUST2028,P8113,1,1,2026-07-25,['Browsed']
CUST2028,P8119,5,1,2025-06-03,['Bought']
CUST2028,P8123,6,2,2025-07-27,"['Bought', 'Exchanged']"
CUST2028,P8127,1,1,2026-02-08,['Browsed']
CUST2028,P8148,1,1,2026-04-13,['Browsed']
CUST2029,P8004,3,1,2026-04-22,['Added_to_Cart']
CUST2029,P8006,1,1,2026-06-02,['Browsed']
CUST2029,P8012,3,1,2026-07-17,['Added_to_Cart']
CUST2029,P8013,1,1,2026-06-16,['Browsed']
CUST2029,P8018,3,1,2026-05-10,['Added_to_Cart']
CUST2029,P8020,3,1,2026-07-04,['Added_to_Cart']
CUST2029,P8037,1,1,2025-10-06,['Browsed']
CUST2029,P8038,2,1,2026-05-18,['Wishlisted']
CUST2029,P8043,2,1,2026-08-23,['Reviewed']
CUST2029,P8047,3,1,2026-08-03,['Added_to_Cart']
CUST2029,P8048,1,1,2025-11-18,['Browsed']
CUST2029,P8052,7,3,2025-07-07,"['Bought', 'Exchanged']"
CUST2029,P8060,3,1,2026-05-21,['Added_to_Cart']
CUST2029,P8130,3,1,2026-06-20,['Added_to_Cart']
CUST2029,P8151,1,1,2025-12-15,['Browsed']
CUST2030,P8032,5,1,2026-03-07,['Bought']
CUST2030,P8036,1,1,2025-11-21,['Browsed']
CUST2030,P8053,1,1,2026-03-23,['Browsed']
CUST2030,P8078,3,1,2026-04-26,['Added_to_Cart']
CUST2030,P8080,5,1,2025-07-22,['Bought']
CUST2030,P8087,3,1,2026-08-05,['Added_to_Cart']
CUST2030,P8090,2,1,2026-01-03,['Wishlisted']
CUST2030,P8098,1,1,2025-11-03,['Browsed']
CUST2030,P8128,6,4,2026-08-17,"['Bought', 'Exchanged', 'Reviewed', 'Support_Contact']"
CUST2030,P8142,10,2,2026-02-07,['Bought']
CUST2031,P8028,5,1,2025-09-24,['Bought']
CUST2031,P8032,8,4,2026-08-14,"['Bought', 'Reviewed', 'Support_Contact']"
CUST2031,P8033,1,1,2026-07-19,['Browsed']
CUST2031,P8045,1,1,2025-09-02,['Browsed']
CUST2031,P8050,1,1,2026-07-25,['Browsed']
CUST2031,P8053,2,1,2026-01-04,['Wishlisted']
CUST2031,P8058,1,1,2025-12-15,['Browsed']
CUST2031,P8108,9,3,2026-01-14,"['Bought', 'Exchanged', 'Reviewed']"
CUST2031,P8138,3,1,2026-05-02,['Added_to_Cart']
CUST2032,P8051,1,1,2025-09-19,['Browsed']
CUST2032,P8081,1,1,2025-10-05,['Browsed']
CUST2032,P8086,5,1,2026-03-22,['Bought']
CUST2032,P8087,1,1,2026-03-26,['Browsed']
CUST2032,P8090,5,1,2025-09-20,['Bought']
CUST2032,P8094,5,1,2025-11-17,['Bought']
CUST2032,P8110,6,3,2026-07-31,"['Bought', 'Exchanged', 'Reviewed']"
CUST2032,P8126,3,1,2026-07-08,['Added_to_Cart']
CUST2032,P8129,1,1,2026-03-10,['Browsed']
CUST2032,P8144,1,1,2026-02-04,['Browsed']
CUST2033,P8047,3,1,2026-03-12,['Added_to_Cart']
CUST2033,P8053,1,1,2026-03-01,['Browsed']
CUST2033,P8054,3,1,2026-07-06,['Added_to_Cart']
CUST2033,P8055,3,1,2026-08-03,['Added_to_Cart']
CUST2033,P8079,2,1,2026-05-10,['Wishlisted']
CUST2033,P8117,3,1,2026-04-04,['Added_to_Cart']
CUST2033,P8124,5,1,2025-11-19,['Bought']
CUST2033,P8134,1,1,2025-12-26,['Browsed']
CUST2033,P8142,4,2,2026-08-01,"['Added_to_Cart', 'Browsed']"
CUST2034,P8001,1,1,2026-05-28,['Browsed']
CUST2034,P8004,2,1,2026-06-01,['Wishlisted']
CUST2034,P8005,1,1,2026-05-10,['Browsed']
CUST2034,P8011,3,1,2026-07-23,['Added_to_Cart']
CUST2034,P8027,8,3,2025-11-14,"['Bought', 'Exchanged', 'Reviewed']"
CUST2034,P8045,3,1,2026-05-10,['Added_to_Cart']
CUST2034,P8055,3,1,2025-12-03,['Reviewed']
CUST2034,P8060,3,1,2026-07-10,['Added_to_Cart']
CUST2034,P8107,4,2,2026-08-22,"['Browsed', 'Reviewed']"
CUST2034,P8127,1,1,2025-09-09,['Browsed']
CUST2034,P8128,7,3,2026-06-15,"['Bought', 'Reviewed', 'Support_Contact']"
CUST2034,P8141,2,1,2026-01-06,['Wishlisted']
CUST2035,P8037,1,1,2026-08-15,['Browsed']
CUST2035,P8041,5,1,2026-06-13,['Bought']
CUST2035,P8057,5,1,2026-03-07,['Bought']
CUST2035,P8081,3,1,2026-06-03,['Added_to_Cart']
CUST2035,P8082,3,1,2026-05-23,['Added_to_Cart']
CUST2035,P8084,7,2,2026-03-30,"['Bought', 'Wishlisted']"
CUST2035,P8094,1,1,2026-06-24,['Browsed']
CUST2035,P8099,1,1,2026-07-02,['Browsed']
CUST2035,P8129,1,1,2026-06-08,['Browsed']
CUST2035,P8135,1,1,2026-05-06,['Browsed']
CUST2035,P8136,5,1,2026-03-08,['Bought']
CUST2035,P8143,2,1,2026-01-16,['Wishlisted']
CUST2036,P8039,1,1,2025-08-26,['Browsed']
CUST2036,P8050,3,1,2026-03-06,['Added_to_Cart']
CUST2036,P8051,5,1,2025-06-26,['Bought']
CUST2036,P8059,2,1,2026-06-16,['Wishlisted']
CUST2036,P8083,1,1,2026-04-20,['Browsed']
CUST2036,P8085,8,2,2026-08-19,"['Bought', 'Reviewed']"
CUST2036,P8110,3,1,2026-05-22,['Added_to_Cart']
CUST2036,P8120,3,1,2026-03-01,['Added_to_Cart']
CUST2036,P8122,8,4,2025-10-19,"['Bought', 'Exchanged', 'Reviewed', 'Support_Contact']"
CUST2036,P8126,5,1,2025-12-19,['Bought']
CUST2036,P8135,1,1,2026-01-07,['Browsed']
CUST2037,P8041,3,1,2026-05-27,['Added_to_Cart']
CUST2037,P8046,5,1,2025-06-29,['Bought']
